code,tabName,dashboardName
003135A4-0DF4-41EB-ADA5-3B1A162B8BE5,Exchange,M365 Insights
05DB6E14-8301-4B0B-A680-AB0B965B59F2,Overview,M365 Insights
46f0f13e-5ef4-41e9-9af8-cd8d03acba0d,Security,M365 Insights
857817CA-9C2B-4228-8B61-725D0CB93F38,Teams,M365 Insights
F3FE3FA9-52DD-435D-8D8C-2A76F09F0643,Azure AD,M365 Insights
